"MapManBin"	"GO.Term"	"GO.Name"	"GO.Ontolgy"	"GO.depth"	"Bin.Description"
"6.1.1.2.3"	"GO:0006526"	"arginine biosynthetic process"	"BP"	27	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.3"	"GO:0008652"	"cellular amino acid biosynthetic process"	"BP"	21	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.3"	"GO:0009507"	"chloroplast"	"CC"	13	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.3"	"GO:0009536"	"plastid"	"CC"	12	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.3"	"GO:0009570"	"chloroplast stroma"	"CC"	19	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.3"	"GO:0016874"	"ligase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate synthetase"
"6.1.1.2.4"	"GO:0003824"	"catalytic activity"	"MF"	2	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0004056"	"argininosuccinate lyase activity"	"MF"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0005737"	"cytoplasm"	"CC"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0006526"	"arginine biosynthetic process"	"BP"	27	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0008652"	"cellular amino acid biosynthetic process"	"BP"	21	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0009507"	"chloroplast"	"CC"	13	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0009536"	"plastid"	"CC"	12	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0009570"	"chloroplast stroma"	"CC"	19	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0016829"	"lyase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.2.4"	"GO:0042450"	"arginine biosynthetic process via ornithine"	"BP"	29	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.arginine synthesis.argininosuccinate lyase"
"6.1.1.3.1"	"GO:0003824"	"catalytic activity"	"MF"	2	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0004351"	"glutamate decarboxylase activity"	"MF"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0005516"	"calmodulin binding"	"MF"	4	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0006536"	"glutamate metabolic process"	"BP"	17	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0016829"	"lyase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0016831"	"carboxy-lyase activity"	"MF"	5	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0019752"	"carboxylic acid metabolic process"	"BP"	9	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.3.1"	"GO:0030170"	"pyridoxal phosphate binding"	"MF"	11	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.gamma-aminobutyrate (GABA) synthesis.glutamate decarboxylase"
"6.1.1.4.1.1"	"GO:0000166"	"nucleotide binding"	"MF"	7	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0003824"	"catalytic activity"	"MF"	2	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0004349"	"glutamate 5-kinase activity"	"MF"	8	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0004350"	"glutamate-5-semialdehyde dehydrogenase activity"	"MF"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0005524"	"ATP binding"	"MF"	17	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0005737"	"cytoplasm"	"CC"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0006561"	"proline biosynthetic process"	"BP"	31	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0008152"	"metabolic process"	"BP"	2	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0008652"	"cellular amino acid biosynthetic process"	"BP"	21	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0016301"	"kinase activity"	"MF"	5	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0016310"	"phosphorylation"	"BP"	7	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0016620"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	"MF"	5	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0016740"	"transferase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.1"	"GO:0055129"	"L-proline biosynthetic process"	"BP"	32	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate synthetase"
"6.1.1.4.1.2"	"GO:0004735"	"pyrroline-5-carboxylate reductase activity"	"MF"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0005618"	"cell wall"	"CC"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0005737"	"cytoplasm"	"CC"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0006561"	"proline biosynthetic process"	"BP"	31	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0008652"	"cellular amino acid biosynthetic process"	"BP"	21	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0009408"	"response to heat"	"BP"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0009651"	"response to salt stress"	"BP"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.1.2"	"GO:0055129"	"L-proline biosynthetic process"	"BP"	32	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.main pathway.pyrroline-5-carboxylate reductase"
"6.1.1.4.2.2"	"GO:0003824"	"catalytic activity"	"MF"	2	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0004587"	"ornithine-oxo-acid transaminase activity"	"MF"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0005739"	"mitochondrion"	"CC"	12	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0005759"	"mitochondrial matrix"	"CC"	19	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0006561"	"proline biosynthetic process"	"BP"	31	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0006593"	"ornithine catabolic process"	"BP"	25	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0006979"	"response to oxidative stress"	"BP"	4	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0008270"	"zinc ion binding"	"MF"	7	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0008483"	"transaminase activity"	"MF"	5	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009408"	"response to heat"	"BP"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009413"	"response to flooding"	"BP"	10	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009414"	"response to water deprivation"	"BP"	10	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009651"	"response to salt stress"	"BP"	6	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009733"	"response to auxin"	"BP"	7	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009737"	"response to abscisic acid"	"BP"	11	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009741"	"response to brassinosteroid"	"BP"	10	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009753"	"response to jasmonic acid"	"BP"	9	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0009816"	"defense response to bacterium, incompatible interaction"	"BP"	17	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0016740"	"transferase activity"	"MF"	3	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0019544"	"arginine catabolic process to glutamate"	"BP"	30	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0030170"	"pyridoxal phosphate binding"	"MF"	11	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0042538"	"hyperosmotic salinity response"	"BP"	8	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0042802"	"identical protein binding"	"MF"	4	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.1.4.2.2"	"GO:0051646"	"mitochondrion localization"	"BP"	5	"Amino acid metabolism.glutamate family.glutamate-derived amino acid biosynthesis pathway.proline synthesis.alternative pathway.ornithine aminotransferase"
"6.1.2.1"	"GO:0000166"	"nucleotide binding"	"MF"	7	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0004749"	"ribose phosphate diphosphokinase activity"	"MF"	6	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0005524"	"ATP binding"	"MF"	17	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0009116"	"nucleoside metabolic process"	"BP"	18	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0009165"	"nucleotide biosynthetic process"	"BP"	30	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0016301"	"kinase activity"	"MF"	5	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0016310"	"phosphorylation"	"BP"	7	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0016740"	"transferase activity"	"MF"	3	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.1"	"GO:0046872"	"metal ion binding"	"MF"	5	"Amino acid metabolism.glutamate family.histidine synthesis.ribose-phosphate diphosphokinase"
"6.1.2.2"	"GO:0000105"	"histidine biosynthetic process"	"BP"	33	"Amino acid metabolism.glutamate family.histidine synthesis.ATP phosphoribosyl transferase"
"6.1.2.2"	"GO:0000287"	"magnesium ion binding"	"MF"	6	"Amino acid metabolism.glutamate family.histidine synthesis.ATP phosphoribosyl transferase"
"6.1.2.2"	"GO:0003879"	"ATP phosphoribosyltransferase activity"	"MF"	6	"Amino acid metabolism.glutamate family.histidine synthesis.ATP phosphoribosyl transferase"
